Pixel,UpperAuto,UpperManual,UpperMean,BottomAuto,BottomManual,BottomMean,ErrorUpperAuto,ErrorUpperManual,ErrorBottomAuto,ErrorBottomManual,StdErrorUpperAuto,StdErrorUpperManual,StdErrorBottomAuto,StdErrorBottomManual,PercentErrorUpperAuto,PercentErrorUpperManual,PercentErrorBottomAuto,PercentErrorBottomManual,
430,-173.2,-173.2,-174.3557995,-180.4,-181.8,-187.0193057,1.155799489,1.155799489,6.619305694,5.219305694,1.33587246,1.33587246,43.81520787,27.24115193,0.0023302,0.0023302,0.0133454,0.0105228,0.0000973
431,-173.1,-173.1,-174.2593252,-180.4,-181.8,-187.0281312,1.159325244,1.159325244,6.628131208,5.228131208,1.34403502,1.34403502,43.93212331,27.33335593,0.0023373,0.0023373,0.0133632,0.0105406,0.0000975
432,-173,-173,-174.1985312,-180.5,-181.8,-187.0392406,1.198531247,1.198531247,6.539240638,5.239240638,1.436477151,1.436477151,42.76166812,27.44964246,0.0024164,0.0024164,0.0131840,0.0105630,0.0000991
433,-173,-173,-174.2001205,-180.6,-181.8,-187.0533206,1.200120493,1.200120493,6.453320603,5.253320603,1.440289199,1.440289199,41.6453468,27.59737735,0.0024196,0.0024196,0.0130107,0.0105914,0.0000992
434,-173,-173,-174.2780153,-180.6,-181.8,-187.0655617,1.278015263,1.278015263,6.465561716,5.265561716,1.633323013,1.633323013,41.8034883,27.72614018,0.0025766,0.0025766,0.0130354,0.0106161,0.0001023
435,-173,-173,-174.3659453,-180.7,-181.8,-187.0749217,1.365945264,1.365945264,6.374921653,5.274921653,1.865806465,1.865806465,40.63962608,27.82479844,0.0027539,0.0027539,0.0128527,0.0106349,0.0001058
436,-173,-173,-174.4784526,-180.7,-181.8,-187.0842816,1.478452615,1.478452615,6.384281589,5.284281589,2.185822133,2.185822133,40.75905141,27.92363192,0.0029808,0.0029808,0.0128715,0.0106538,0.0001101
437,-173,-173,-174.6035554,-180.8,-181.8,-187.0936415,1.603555449,1.603555449,6.293641526,5.293641526,2.571390078,2.571390078,39.60992366,28.02264061,0.0032330,0.0032330,0.0126888,0.0106727,0.0001146
438,-173,-173,-174.7397032,-180.9,-181.8,-187.102956,1.739703198,1.739703198,6.202956036,5.302956036,3.026567216,3.026567216,38.47666359,28.12134272,0.0035075,0.0035075,0.0125060,0.0106914,0.0001194
439,-173,-173,-174.8919565,-180.9,-181.8,-187.1067023,1.891956526,1.891956526,6.206702337,5.306702337,3.579499497,3.579499497,38.5231539,28.16108969,0.0038144,0.0038144,0.0125135,0.0106990,0.0001245
440,-173,-173,-175.0449023,-181,-181.7,-187.1095908,2.044902342,2.044902342,6.109590795,5.409590795,4.181625587,4.181625587,37.32709968,29.26367257,0.0041228,0.0041228,0.0123177,0.0109064,0.0001295
441,-173.3,-173.3,-175.2089693,-181,-181.7,-187.1043503,1.908969283,1.908969283,6.104350281,5.404350281,3.644163725,3.644163725,37.26309235,29.20700196,0.0038487,0.0038487,0.0123072,0.0108959,0.0001251
442,-173.7,-173.7,-175.3880956,-181.1,-181.7,-187.0928392,1.688095596,1.688095596,5.992839164,5.392839164,2.84966674,2.84966674,35.91412124,29.08271424,0.0034034,0.0034034,0.0120823,0.0108727,0.0001176
443,-174.3,-174.3,-175.5657454,-181.1,-181.7,-187.0861809,1.265745365,1.265745365,5.98618095,5.38618095,1.602111328,1.602111328,35.83436237,29.01094523,0.0025519,0.0025519,0.0120689,0.0108592,0.0001018
444,-175,-175,-175.7289457,-181.2,-181.7,-187.086375,0.728945726,0.728945726,5.886375047,5.386375047,0.531361872,0.531361872,34.64941119,29.01303614,0.0014696,0.0014696,0.0118677,0.0108596,0.0000773
445,-175.7,-175.7,-175.8987219,-181.2,-181.7,-187.0865691,0.198721926,0.198721926,5.886569143,5.386569143,0.039490404,0.039490404,34.65169628,29.01512713,0.0004006,0.0004006,0.0118681,0.0108600,0.0000404
446,-176.4,-176.4,-176.0881657,-181.3,-181.7,-187.0867632,-0.311834298,-0.311834298,5.78676324,5.38676324,0.09724063,0.09724063,33.48662879,29.0172182,0.0006287,0.0006287,0.0116669,0.0108604,0.0000506
447,-177,-177,-176.2767936,-181.3,-181.7,-187.0869573,-0.723206441,-0.723206441,5.786957336,5.386957336,0.523027557,0.523027557,33.48887521,29.01930935,0.0014581,0.0014581,0.0116673,0.0108608,0.0000770
448,-177.4,-177.4,-176.4511824,-181.3,-181.6,-187.0805771,-0.948817635,-0.948817635,5.780577056,5.480577056,0.900254904,0.900254904,33.4150711,30.03672487,0.0019129,0.0019129,0.0116544,0.0110496,0.0000882
449,-177.8,-177.8,-176.6171611,-181.4,-181.6,-187.0685585,-1.182838892,-1.182838892,5.668558497,5.468558497,1.399107845,1.399107845,32.13255544,29.90513204,0.0023848,0.0023848,0.0114285,0.0110253,0.0000985
450,-178.1,-178.1,-176.8921249,-181.4,-181.6,-187.0562919,-1.207875053,-1.207875053,5.656291888,5.456291888,1.458962143,1.458962143,31.99363792,29.77112116,0.0024352,0.0024352,0.0114038,0.0110006,0.0000995
451,-178.2,-178.2,-177.0162635,-181.4,-181.6,-187.0446518,-1.183736542,-1.183736542,5.644651837,5.444651837,1.4012322,1.4012322,31.86209436,29.64423362,0.0023866,0.0023866,0.0113803,0.0109771,0.0000985
452,-178.4,-178.4,-177.095125,-181.4,-181.6,-187.2312763,-1.304874954,-1.304874954,5.831276343,5.631276343,1.702698646,1.702698646,34.00378379,31.71127325,0.0026308,0.0026308,0.0117566,0.0113534,0.0001034
453,-178.4,-178.4,-177.1541417,-181.4,-181.5,-187.4789719,-1.245858278,-1.245858278,6.078971863,5.978971863,1.552162849,1.552162849,36.95389891,35.74810454,0.0025118,0.0025118,0.0122560,0.0120544,0.0001010
454,-178.4,-178.4,-177.2112467,-181.4,-181.5,-187.7016499,-1.18875329,-1.18875329,6.30164992,6.20164992,1.413134386,1.413134386,39.71079171,38.46046173,0.0023967,0.0023967,0.0127049,0.0125033,0.0000987
455,-178.5,-178.5,-177.2653342,-181.4,-181.5,-187.6726034,-1.234665822,-1.234665822,6.272603394,6.172603394,1.524399692,1.524399692,39.34555334,38.10103266,0.0024892,0.0024892,0.0126464,0.0124448,0.0001006
456,-178.4,-178.4,-177.301456,-181.4,-181.5,-187.6495335,-1.098543979,-1.098543979,6.249533539,6.149533539,1.206798874,1.206798874,39.05666946,37.81676275,0.0022148,0.0022148,0.0125999,0.0123983,0.0000949
457,-178.4,-178.4,-177.2997697,-181.4,-181.4,-187.6000129,-1.100230343,-1.100230343,6.20001288,6.20001288,1.210506809,1.210506809,38.44015972,38.44015972,0.0022182,0.0022182,0.0125000,0.0125000,0.0000950
458,-178.4,-178.4,-177.2815481,-181.4,-181.4,-187.5386193,-1.118451894,-1.118451894,6.138619298,6.138619298,1.25093464,1.25093464,37.68264689,37.68264689,0.0022549,0.0022549,0.0123762,0.0123762,0.0000957
459,-178.3,-178.3,-177.2543288,-181.4,-181.4,-187.4749507,-1.045671199,-1.045671199,6.074950693,6.074950693,1.093428256,1.093428256,36.90502592,36.90502592,0.0021082,0.0021082,0.0122479,0.0122479,0.0000926
460,-178.3,-178.3,-177.1759304,-181.4,-181.4,-187.4112821,-1.124069612,-1.124069612,6.011282088,6.011282088,1.263532492,1.263532492,36.13551234,36.13551234,0.0022663,0.0022663,0.0121195,0.0121195,0.0000960
461,-178.2,-178.2,-177.0803706,-181.4,-181.3,-187.3455746,-1.119629437,-1.119629437,5.945574621,6.045574621,1.253570076,1.253570076,35.34985758,36.5489725,0.0022573,0.0022573,0.0119870,0.0121887,0.0000958
462,-178.1,-178.1,-176.9848107,-181.3,-181.3,-187.276232,-1.115189262,-1.115189262,5.976231956,5.976231956,1.24364709,1.24364709,35.7153484,35.7153484,0.0022484,0.0022484,0.0120489,0.0120489,0.0000956
463,-178,-178,-176.8892509,-181.3,-181.3,-187.1999257,-1.110749087,-1.110749087,5.899925666,5.899925666,1.233763534,1.233763534,34.80912287,34.80912287,0.0022394,0.0022394,0.0118950,0.0118950,0.0000954
464,-177.8,-177.8,-176.7907382,-181.3,-181.2,-187.1236194,-1.009261798,-1.009261798,5.823619376,5.923619376,1.018609377,1.018609377,33.91454263,35.08926651,0.0020348,0.0020348,0.0117412,0.0119428,0.0000909
465,-177.7,-177.7,-176.6814429,-181.2,-181.2,-187.0549594,-1.01855712,-1.01855712,5.854959379,5.854959379,1.037458607,1.037458607,34.28054933,34.28054933,0.0020535,0.0020535,0.0118044,0.0118044,0.0000914
466,-177.5,-177.5,-176.5659443,-181.2,-181.2,-187.0175529,-0.934055733,-0.934055733,5.817552914,5.817552914,0.872460113,0.872460113,33.84392191,33.84392191,0.0018832,0.0018832,0.0117289,0.0117289,0.0000875
467,-177.3,-177.3,-176.4504457,-181.2,-181.1,-186.9786318,-0.849554346,-0.849554346,5.778631801,5.878631801,0.721742588,0.721742588,33.3925855,34.55831186,0.0017128,0.0017128,0.0116505,0.0118521,0.0000834
468,-177,-177,-176.3294426,-181.1,-181.1,-186.9376041,-0.670557442,-0.670557442,5.837604129,5.837604129,0.449647283,0.449647283,34.07762197,34.07762197,0.0013519,0.0013519,0.0117694,0.0117694,0.0000741
469,-176.6,-176.6,-176.1667517,-181.1,-181.1,-186.8746106,-0.433248336,-0.433248336,5.774610552,5.774610552,0.187704121,0.187704121,33.34612703,33.34612703,0.0008735,0.0008735,0.0116424,0.0116424,0.0000596
470,-176.2,-176.2,-175.9341489,-181.1,-181,-186.7940058,-0.26585106,-0.26585106,5.694005796,5.794005796,0.070676786,0.070676786,32.421702,33.57050316,0.0005360,0.0005360,0.0114799,0.0116815,0.0000467
471,-175.7,-175.7,-175.6878442,-181,-181,-186.7139079,-0.012155769,-0.012155769,5.713907894,5.713907894,0.000147763,0.000147763,32.64874342,32.64874342,0.0000245,0.0000245,0.0115200,0.0115200,0.0000100
472,-175.2,-175.2,-175.4435743,-181,-181,-186.6251607,0.243574337,0.243574337,5.625160722,5.625160722,0.059328457,0.059328457,31.64243315,31.64243315,0.0004911,0.0004911,0.0113410,0.0113410,0.0000447
473,-174.6,-174.6,-175.1976015,-180.9,-181,-186.5196964,0.597601492,0.597601492,5.619696378,5.519696378,0.357127543,0.357127543,31.58098738,30.46704811,0.0012048,0.0012048,0.0113300,0.0111284,0.0000700
474,-174,-174,-174.9663787,-180.9,-180.9,-186.4206476,0.966378689,0.966378689,5.520647573,5.520647573,0.93388777,0.93388777,30.47754962,30.47754962,0.0019483,0.0019483,0.0111303,0.0111303,0.0000890
475,-173.3,-173.3,-174.8312899,-180.9,-180.9,-186.3278746,1.531289907,1.531289907,5.427874638,5.427874638,2.34484878,2.34484878,29.46182308,29.46182308,0.0030873,0.0030873,0.0109433,0.0109433,0.0001120
476,-172.7,-172.7,-174.7494156,-180.8,-180.9,-186.2448498,2.049415639,2.049415639,5.444849839,5.344849839,4.200104462,4.200104462,29.64638977,28.56741981,0.0041319,0.0041319,0.0109775,0.0107759,0.0001296
477,-172.3,-172.3,-174.6675414,-180.8,-180.8,-186.1712559,2.367541371,2.367541371,5.371255927,5.371255927,5.605252144,5.605252144,28.85039023,28.85039023,0.0047733,0.0047733,0.0108291,0.0108291,0.0001393
478,-172,-172,-174.5914304,-180.8,-180.8,-186.1106671,2.591430409,2.591430409,5.310667124,5.310667124,6.715511566,6.715511566,28.2031853,28.2031853,0.0052247,0.0052247,0.0107070,0.0107070,0.0001457
479,-171.9,-171.9,-174.5714609,-180.8,-180.8,-186.1068898,2.671460879,2.671460879,5.306889804,5.306889804,7.136703228,7.136703228,28.16307939,28.16307939,0.0053860,0.0053860,0.0106994,0.0106994,0.0001480
480,-172,-172,-174.593634,-180.7,-180.7,-186.1031125,2.593633967,2.593633967,5.403112484,5.403112484,6.726937154,6.726937154,29.19362452,29.19362452,0.0052291,0.0052291,0.0108934,0.0108934,0.0001458
481,-172.2,-172.2,-174.6251061,-180.7,-180.7,-186.0990951,2.425106076,2.425106076,5.399095143,5.399095143,5.88113948,5.88113948,29.15022836,29.15022836,0.0048893,0.0048893,0.0108853,0.0108853,0.0001410
482,-172.5,-172.5,-174.7691162,-180.7,-180.7,-186.1039598,2.269116218,2.269116218,5.403959793,5.403959793,5.148888412,5.148888412,29.20278145,29.20278145,0.0045748,0.0045748,0.0108951,0.0108951,0.0001364
483,-173,-173,-174.9586851,-180.7,-180.7,-186.1015732,1.95868508,1.95868508,5.401573151,5.401573151,3.836447241,3.836447241,29.17699251,29.17699251,0.0039490,0.0039490,0.0108903,0.0108903,0.0001267
484,-173.4,-173.4,-175.221838,-180.6,-180.6,-186.0814162,1.821837996,1.821837996,5.48141616,5.48141616,3.319093683,3.319093683,30.04592312,30.04592312,0.0036731,0.0036731,0.0110512,0.0110512,0.0001222
485,-173.8,-173.8,-175.3994641,-180.6,-180.6,-186.0612592,1.599464111,1.599464111,5.461259169,5.461259169,2.558285444,2.558285444,29.82535171,29.82535171,0.0032247,0.0032247,0.0110106,0.0110106,0.0001145
486,-174.3,-174.3,-175.506013,-180.6,-180.6,-186.0399667,1.206013034,1.206013034,5.4399667,5.4399667,1.454467439,1.454467439,29.5932377,29.5932377,0.0024315,0.0024315,0.0109677,0.0109677,0.0000994
487,-174.6,-174.6,-175.6019615,-180.6,-180.6,-186.0179603,1.001961501,1.001961501,5.417960256,5.417960256,1.00392685,1.00392685,29.35429333,29.35429333,0.0020201,0.0020201,0.0109233,0.0109233,0.0000906
488,-175,-175,-175.6701418,-180.6,-180.5,-185.9959538,0.670141768,0.670141768,5.395953811,5.495953811,0.449089989,0.449089989,29.11631753,30.20550829,0.0013511,0.0013511,0.0108789,0.0110806,0.0000741
489,-175.3,-175.3,-175.7291806,-180.5,-180.5,-185.9751465,0.429180601,0.429180601,5.475146492,5.475146492,0.184195988,0.184195988,29.97722911,29.97722911,0.0008653,0.0008653,0.0110386,0.0110386,0.0000593
490,-175.6,-175.6,-175.7725557,-180.5,-180.5,-185.9500666,0.172555688,0.172555688,5.450066626,5.450066626,0.029775466,0.029775466,29.70322623,29.70322623,0.0003479,0.0003479,0.0109880,0.0109880,0.0000376
491,-175.8,-175.8,-175.7998773,-180.5,-180.5,-185.9210638,-0.00012269,-0.00012269,5.421063826,5.421063826,1.50529E-08,1.50529E-08,29.38793301,29.38793301,0.0000002,0.0000002,0.0109296,0.0109296,0.0000010
492,-176.1,-176.1,-175.822485,-180.5,-180.5,-185.8887246,-0.277514992,-0.277514992,5.388724595,5.388724595,0.077014571,0.077014571,29.03835276,29.03835276,0.0005595,0.0005595,0.0108644,0.0108644,0.0000477
493,-176.4,-176.4,-175.8295955,-180.4,-180.4,-185.8557568,-0.570404491,-0.570404491,5.455756842,5.455756842,0.325361283,0.325361283,29.76528272,29.76528272,0.0011500,0.0011500,0.0109995,0.0109995,0.0000684
494,-176.6,-176.6,-175.8159623,-180.4,-180.4,-185.8186362,-0.784037685,-0.784037685,5.418636196,5.418636196,0.614715091,0.614715091,29.36161823,29.36161823,0.0015807,0.0015807,0.0109247,0.0109247,0.0000802
495,-176.8,-176.8,-175.7985944,-180.4,-180.4,-185.7866292,-1.00140558,-1.00140558,5.386629153,5.386629153,1.002813136,1.002813136,29.01577364,29.01577364,0.0020190,0.0020190,0.0108601,0.0108601,0.0000906
496,-177,-177,-175.7776755,-180.4,-180.4,-185.7505904,-1.22232451,-1.22232451,5.350590412,5.350590412,1.494077208,1.494077208,28.62881776,28.62881776,0.0024644,0.0024644,0.0107875,0.0107875,0.0001001
497,-177.1,-177.1,-175.7566837,-180.3,-180.4,-185.7148719,-1.343316279,-1.343316279,5.414871922,5.314871922,1.804498625,1.804498625,29.32083793,28.24786354,0.0027083,0.0027083,0.0109171,0.0107155,0.0001049
498,-177.3,-177.3,-175.7497974,-180.3,-180.4,-185.6789415,-1.550202612,-1.550202612,5.378941527,5.278941527,2.403128138,2.403128138,28.93301196,27.86722365,0.0031254,0.0031254,0.0108446,0.0106430,0.0001127
