Pixel,UpperAuto,UpperManual,UpperMean,BottomAuto,BottomManual,BottomMean,ErrorUpperAuto,ErrorUpperManual,ErrorBottomAuto,ErrorBottomManual,StdErrorUpperAuto,StdErrorUpperManual,StdErrorBottomAuto,StdErrorBottomManual,PercentErrorUpperAuto,PercentErrorUpperManual,PercentErrorBottomAuto,PercentErrorBottomManual
454,-176.60000,-176.60000,-175.51640,-180.50000,-182.80000,-181.73619,-1.08360,-1.08360,1.23619,-1.06381,1.17419,1.17419,1.52816,1.13170,0.0021847,0.0021847,0.0024923,0.0021448
455,-176.50000,-176.50000,-175.47223,-180.60000,-182.70000,-181.72266,-1.02777,-1.02777,1.12266,-0.97734,1.05632,1.05632,1.26036,0.95519,0.0020721,0.0020721,0.0022634,0.0019704
456,-176.50000,-176.50000,-175.42805,-180.70000,-182.70000,-181.70913,-1.07195,-1.07195,1.00913,-0.99087,1.14908,1.14908,1.01835,0.98182,0.0021612,0.0021612,0.0020345,0.0019977
457,-176.40000,-176.40000,-175.38387,-180.80000,-182.70000,-181.69560,-1.01613,-1.01613,0.89560,-1.00440,1.03251,1.03251,0.80210,1.00881,0.0020486,0.0020486,0.0018057,0.0020250
458,-176.30000,-176.30000,-175.33970,-180.80000,-182.70000,-181.68208,-0.96030,-0.96030,0.88208,-1.01792,0.92218,0.92218,0.77806,1.03617,0.0019361,0.0019361,0.0017784,0.0020523
459,-176.30000,-176.30000,-175.29552,-180.90000,-182.70000,-181.66855,-1.00448,-1.00448,0.76855,-1.03145,1.00897,1.00897,0.59066,1.06390,0.0020252,0.0020252,0.0015495,0.0020795
460,-176.30000,-176.30000,-175.24722,-181.00000,-182.60000,-181.65502,-1.05278,-1.05278,0.65502,-0.94498,1.10835,1.10835,0.42905,0.89299,0.0021225,0.0021225,0.0013206,0.0019052
461,-176.20000,-176.20000,-175.15872,-181.10000,-182.60000,-181.64149,-1.04128,-1.04128,0.54149,-0.95851,1.08426,1.08426,0.29321,0.91874,0.0020994,0.0020994,0.0010917,0.0019325
462,-176.20000,-176.20000,-175.06426,-181.10000,-182.60000,-181.62796,-1.13574,-1.13574,0.52796,-0.97204,1.28991,1.28991,0.27874,0.94486,0.0022898,0.0022898,0.0010644,0.0019598
463,-176.20000,-176.20000,-174.94716,-181.20000,-182.60000,-181.61443,-1.25284,-1.25284,0.41443,-0.98557,1.56962,1.56962,0.17176,0.97134,0.0025259,0.0025259,0.0008356,0.0019870
464,-176.10000,-176.10000,-174.92633,-181.30000,-182.50000,-181.60091,-1.17367,-1.17367,0.30091,-0.89909,1.37751,1.37751,0.09054,0.80837,0.0023663,0.0023663,0.0006067,0.0018127
465,-176.10000,-176.10000,-174.92481,-181.30000,-182.50000,-181.58738,-1.17519,-1.17519,0.28738,-0.91262,1.38108,1.38108,0.08259,0.83288,0.0023693,0.0023693,0.0005794,0.0018400
466,-176.10000,-176.10000,-174.92301,-181.40000,-182.50000,-181.57385,-1.17699,-1.17699,0.17385,-0.92615,1.38531,1.38531,0.03022,0.85775,0.0023730,0.0023730,0.0003505,0.0018672
467,-176.20000,-176.20000,-174.97711,-181.40000,-182.40000,-181.56032,-1.22289,-1.22289,0.16032,-0.83968,1.49545,1.49545,0.02570,0.70506,0.0024655,0.0024655,0.0003232,0.0016929
468,-176.30000,-176.30000,-175.08643,-181.50000,-182.40000,-181.54679,-1.21357,-1.21357,0.04679,-0.85321,1.47276,1.47276,0.00219,0.72796,0.0024467,0.0024467,0.0000943,0.0017202
469,-176.40000,-176.40000,-175.18837,-181.50000,-182.40000,-181.53327,-1.21163,-1.21163,0.03327,-0.86673,1.46804,1.46804,0.00111,0.75123,0.0024428,0.0024428,0.0000671,0.0017474
470,-176.60000,-176.60000,-175.29032,-181.60000,-182.40000,-181.51974,-1.30968,-1.30968,-0.08026,-0.88026,1.71526,1.71526,0.00644,0.77486,0.0026405,0.0026405,0.0001618,0.0017747
471,-176.80000,-176.80000,-175.39226,-181.60000,-182.30000,-181.50621,-1.40774,-1.40774,-0.09379,-0.79379,1.98172,1.98172,0.00880,0.63010,0.0028382,0.0028382,0.0001891,0.0016004
472,-177.10000,-177.10000,-175.49421,-181.60000,-182.30000,-181.49268,-1.60579,-1.60579,-0.10732,-0.80732,2.57856,2.57856,0.01152,0.65176,0.0032375,0.0032375,0.0002164,0.0016277
473,-177.30000,-177.30000,-175.59616,-181.70000,-182.30000,-181.47915,-1.70384,-1.70384,-0.22085,-0.82085,2.90308,2.90308,0.04877,0.67379,0.0034352,0.0034352,0.0004453,0.0016549
474,-177.50000,-177.50000,-175.68797,-181.70000,-182.20000,-181.46563,-1.81203,-1.81203,-0.23437,-0.73437,3.28345,3.28345,0.05493,0.53931,0.0036533,0.0036533,0.0004725,0.0014806
475,-177.70000,-177.70000,-175.69351,-181.70000,-182.20000,-181.45210,-2.00649,-2.00649,-0.24790,-0.74790,4.02602,4.02602,0.06146,0.55936,0.0040454,0.0040454,0.0004998,0.0015079
476,-177.90000,-177.90000,-175.69520,-181.80000,-182.10000,-181.43857,-2.20480,-2.20480,-0.36143,-0.66143,4.86116,4.86116,0.13063,0.43749,0.0044452,0.0044452,0.0007287,0.0013335
477,-178.10000,-178.10000,-175.69689,-181.80000,-182.10000,-181.42504,-2.40311,-2.40311,-0.37496,-0.67496,5.77496,5.77496,0.14059,0.45557,0.0048450,0.0048450,0.0007560,0.0013608
478,-178.20000,-178.20000,-175.69858,-181.80000,-182.00000,-181.41128,-2.50142,-2.50142,-0.38872,-0.58872,6.25713,6.25713,0.15111,0.34660,0.0050432,0.0050432,0.0007837,0.0011869
479,-178.30000,-178.30000,-175.70027,-181.80000,-182.00000,-181.40055,-2.59973,-2.59973,-0.39945,-0.59945,6.75862,6.75862,0.15956,0.35934,0.0052414,0.0052414,0.0008053,0.0012086
480,-178.40000,-178.40000,-175.70195,-181.80000,-182.00000,-181.39115,-2.69805,-2.69805,-0.40885,-0.60885,7.27945,7.27945,0.16716,0.37070,0.0054396,0.0054396,0.0008243,0.0012275
481,-178.50000,-178.50000,-175.70313,-181.80000,-181.90000,-181.38174,-2.79687,-2.79687,-0.41826,-0.51826,7.82250,7.82250,0.17494,0.26859,0.0056389,0.0056389,0.0008433,0.0010449
482,-178.60000,-178.60000,-175.70931,-181.80000,-181.90000,-181.37137,-2.89069,-2.89069,-0.42863,-0.52863,8.35610,8.35610,0.18372,0.27945,0.0058280,0.0058280,0.0008642,0.0010658
483,-178.60000,-178.60000,-175.71690,-181.80000,-181.80000,-181.36060,-2.88310,-2.88310,-0.43940,-0.43940,8.31228,8.31228,0.19307,0.19307,0.0058127,0.0058127,0.0008859,0.0008859
484,-178.60000,-178.60000,-175.72449,-181.80000,-181.80000,-181.34983,-2.87551,-2.87551,-0.45017,-0.45017,8.26858,8.26858,0.20266,0.20266,0.0057974,0.0057974,0.0009076,0.0009076
485,-178.70000,-178.70000,-175.73208,-181.80000,-181.70000,-181.33906,-2.96792,-2.96792,-0.46094,-0.36094,8.80858,8.80858,0.21247,0.13028,0.0059837,0.0059837,0.0009293,0.0007277
486,-178.70000,-178.70000,-175.73966,-181.70000,-181.60000,-181.32828,-2.96034,-2.96034,-0.37172,-0.27172,8.76359,8.76359,0.13817,0.07383,0.0059684,0.0059684,0.0007494,0.0005478
487,-178.80000,-178.80000,-175.73822,-181.70000,-181.60000,-181.31751,-3.06178,-3.06178,-0.38249,-0.28249,9.37452,9.37452,0.14630,0.07980,0.0061730,0.0061730,0.0007711,0.0005695
488,-178.80000,-178.80000,-175.72857,-181.70000,-181.50000,-181.30674,-3.07143,-3.07143,-0.39326,-0.19326,9.43370,9.43370,0.15465,0.03735,0.0061924,0.0061924,0.0007929,0.0003896
489,-178.80000,-178.80000,-175.72607,-181.70000,-181.50000,-181.29597,-3.07393,-3.07393,-0.40403,-0.20403,9.44907,9.44907,0.16324,0.04163,0.0061974,0.0061974,0.0008146,0.0004114
490,-178.80000,-178.80000,-175.72806,-181.60000,-181.40000,-181.28421,-3.07194,-3.07194,-0.31579,-0.11579,9.43681,9.43681,0.09972,0.01341,0.0061934,0.0061934,0.0006367,0.0002334
491,-178.90000,-178.90000,-175.73006,-181.60000,-181.30000,-181.26932,-3.16994,-3.16994,-0.33068,-0.03068,10.04855,10.04855,0.10935,0.00094,0.0063910,0.0063910,0.0006667,0.0000619
492,-178.90000,-178.90000,-175.73205,-181.50000,-181.30000,-181.25440,-3.16795,-3.16795,-0.24560,-0.04560,10.03591,10.03591,0.06032,0.00208,0.0063870,0.0063870,0.0004952,0.0000919
493,-178.90000,-178.90000,-175.73404,-181.50000,-181.20000,-181.23686,-3.16596,-3.16596,-0.26314,0.03686,10.02327,10.02327,0.06924,0.00136,0.0063830,0.0063830,0.0005305,0.0000743
494,-178.90000,-178.90000,-175.73604,-181.40000,-181.20000,-181.21932,-3.16396,-3.16396,-0.18068,0.01932,10.01065,10.01065,0.03264,0.00037,0.0063790,0.0063790,0.0003643,0.0000390
495,-178.90000,-178.90000,-175.73803,-181.40000,-181.10000,-181.20178,-3.16197,-3.16197,-0.19822,0.10178,9.99803,9.99803,0.03929,0.01036,0.0063749,0.0063749,0.0003996,0.0002052
496,-178.80000,-178.80000,-175.73991,-181.30000,-181.00000,-181.18184,-3.06009,-3.06009,-0.11816,0.18184,9.36416,9.36416,0.01396,0.03307,0.0061695,0.0061695,0.0002382,0.0003666
497,-178.80000,-178.80000,-175.74086,-181.30000,-180.90000,-181.15991,-3.05914,-3.05914,-0.14009,0.25991,9.35835,9.35835,0.01963,0.06755,0.0061676,0.0061676,0.0002824,0.0005240
498,-178.70000,-178.70000,-175.74181,-181.20000,-180.90000,-181.13798,-2.95819,-2.95819,-0.06202,0.23798,8.75091,8.75091,0.00385,0.05663,0.0059641,0.0059641,0.0001250,0.0004798
